"hhs_id","ccn","facility_name","address","city","zip","fips_code","state","geohash","geocoded_hospital_address"
"C210027-A","210027","UPMC Western Maryland (FKA Western Maryland Regional Medical Center)","12500 WILLOWBROOK ROAD","CUMBERLAND","21502","24001","MD","39.64901,-78.734019","POINT (-78.731528 39.648265)"
"C340020-A","340020","Central Carolina Hospital","1135 CARTHAGE ST","SANFORD","27330","37105","NC","35.468565,-79.187046","POINT (-79.188701 35.469574)"
"C340071-B","340071","Betsy Johnson Hospital (FKA Harnett Health Betsy Johnson Regional Hospital)","800 TILGHMAN DR","DUNN","28334","37085","NC","35.30723,-78.63488","POINT (-78.63309 35.306591)"
"C423035-A","423035","Encompass Health Rehabilitation Hospital of Greenville","3372 LAURENS RD","GREENVILLE","29607","45045","SC","34.804901,-82.326885","POINT (-82.325202 34.804913)"
"C521331-A","521331","Burnett Medical Center","257 W ST GEORGE AVE","GRANTSBURG","54840","55013","WI","45.774972,-92.686994","POINT (-92.687208 45.77554)"
"C050444-A","050444","Mercy Medical Center Merced","333 MERCY AVENUE","MERCED","95340","06047","CA","37.340022,-120.467108","POINT (-120.465465 37.338771)"
"C050464-A","050464","Doctors Medical Center Modesto","1441 FLORIDA AVENUE","MODESTO","95350","06099","CA","37.665397,-120.997426","POINT (-120.996249 37.665585)"
"C442011-A","442011","Select Specialty Hospital - Nashville","2000 HAYES STREET","NASHVILLE","37203","47037","TN","36.15228,-86.80006","POINT (-86.800347 36.152237)"
"C105030-A","105030","Miami Jewish Health System","5200 NE 2ND AVENUE","MIAMI","33137","12086","FL","25.822989,-80.192308","POINT (-80.191771 25.823068)"
"C190245-A","190245","Monroe Surgical Hospital","2408 BROADMOOR BLVD","MONROE","71201","22073","LA","32.53588,-92.102305","POINT (-92.102201 32.536767)"
"C050245-A","050245","Arrowhead Regional Medical Center","400 NORTH PEPPER AVENUE","COLTON","92324","06071","CA","34.073225,-117.350662","POINT (-117.352833 34.072959)"
"C380014-A","380014","Good Samaritan Regional Medical Center","3600 NW SAMARITAN DRIVE","CORVALLIS","97330","41003","OR","44.603215,-123.253181","POINT (-123.252682 44.604311)"
"C531305-A","531305","Platte County Memorial Hospital","201 14TH STREET","WHEATLAND","82201","56031","WY","42.05024,-104.96031","POINT (-104.960221 42.049856)"
"C394047-A","394047","KidsPeace Childrens Hospital - Kidspeace Orchard Hills Campus","5300 KIDSPEACE DRIVE","OREFIELD","18069","42077","PA","40.647564,-75.612095","POINT (-75.614462 40.647716)"
"C111328-A","111328","Phoebe Worth Medical Center","807 SOUTH ISABELLA STREET","SYLVESTER","31791","13321","GA","31.511554,-83.83979","POINT (-83.840673 31.512386)"
"C391313-A","391313","UPMC Cole","1001 EAST SECOND STREET","COUDERSPORT","16915","42105","PA","41.772371,-77.98008","POINT (-77.979711 41.77065)"
"C454124-A","454124","Mesa Springs Hospital","5560 MESA SPRINGS DRIVE","FORT WORTH","76123","48439","TX","32.63979,-97.413358","POINT (-97.411016 32.640207)"
"C183029-A","183029","Southern Kentucky Rehabilitation Hospital","1300 CAMPBELL LANE","BOWLING GREEN","42104","21227","KY","36.95596,-86.44622","POINT (-86.447086 36.956573)"
"C440132-A","440132","HENRY COUNTY MEDICAL CENTER","301 TYSON AV","PARIS","38242","47079","TN","36.29858,-88.31048","POINT (-88.311017 36.297369)"
"C412001-A","412001","Eleanor Slater Hospital","111 HOWARD AVE","CRANSTON","02921","44007","RI","41.76,-71.48","POINT (-71.464143 41.744029)"
"C453308-A","453308","CHILDREN S HEALTH OUR CHILDREN S HOUSE","8 PRESTIGE CIRCLE 101","ALLEN","75002","48085","TX","33.091873,-96.672125","POINT (-96.672663 33.092163)"
"C430077-A","430077","Regional Health Rapid City Hospital","353 FAIRMONT BLVD  POST OFFICE BOX 6000","RAPID CITY","57701","46103","SD","44.057427,-103.225226","POINT (-103.224964 44.05861)"
"C330264-A","330264","St Lukes Cornwall Hospital - Newburgh Campus","70 DUBOIS STREET","NEWBURGH","12550","36071","NY","41.503411,-74.014493","POINT (-74.015176 41.503744)"
"C040010-A","040010","Mercy Hospital Northwest Arkansas (FKA Mercy Medical Center)","2710 SOUTH RIFE MEDICAL LANE","ROGERS","72758","05007","AR","36.309167,-94.183019","POINT (-94.184709 36.309562)"
"C444002-A","444002","Moccasin Bend Mental Health Institute","100 MOCCASIN BEND ROAD","CHATTANOOGA","37405","47065","TN","35.026892,-85.335476","POINT (-85.335497 35.027244)"
"C180019-A","180019","Meadowview Regional Medical Center","989 MEDICAL PARK DRIVE","MAYSVILLE","41056","21161","KY","38.640139,-83.809034","POINT (-83.808804 38.639572)"
"C083026-A","083026","Encompass Health Rehabilitation Hospital of Middletown (FKA HealthSouth Rehabilitation Hospital of Middletown)","250 EAST HAMPDEN ROAD","MIDDLETOWN","19709","10003","DE","39.453043,-75.677308",
"C100264-A","100264","Oak Hill Hospital","11375 CORTEZ BLVD","BROOKSVILLE","34613","12053","FL","28.533471,-82.534239","POINT (-82.534389 28.533315)"
"C312019-A","312019","Select Specialty Hospital - Northeast New Jersey","96 PARKWAY","ROCHELLE PARK","07662","34003","NJ","40.898549,-74.07418","POINT (-74.076 40.89757)"
"C310069-A","310069","Inspira Medical Center Elmer (FKA South Jersey Healthcare - Elmer Hospital)","501 WEST FRONT STREET","ELMER","08318","34033","NJ","39.58726,-75.18003","POINT (-75.179457 39.588142)"
"C330181-A","330181","Glen Cove Hospital","101 ST ANDREWS LANE","GLEN COVE","11542","36059","NY","40.870632,-73.622413",
"C063036-A","063036","Denver Rehabilitation Hospital, LLC","4650 CENTRAL PARK BLVD","DENVER","80238","08031","CO","39.781353,-104.882171","POINT (-104.882729 39.781739)"
"C292006-A","292006","PAM Specialty Hospital of Las Vegas (FKA Complex Care Hospital at Tenaya)","2500 NORTH TENAYA WAY","LAS VEGAS","89128","32003","NV","36.205531,-115.250406","POINT (-115.251416 36.205522)"
"C050104-A","050104","St Francis Medical Center","3630 EAST IMPERIAL HIGHWAY","LYNWOOD","90262","06037","CA","33.929844,-118.203108","POINT (-118.203907 33.930984)"
"C191322-A","191322","OCHSNER ABROM KAPLAN MEMORIAL HOSPITAL","1310 WEST SEVENTH STREET","KAPLAN","70548","22113","LA","30.00757,-92.29692","POINT (-92.297337 30.007591)"
"C670115-A","670115","CLEVELAND EMERGENCY HOSPITAL","1017 S TRAVIS AVE","CLEVELAND","77327","48291","TX","30.32973,-95.095588","POINT (-95.096057 30.329434)"
"C244012-A","244012","Community Behavioral Health Hospital - Alexandria","1610 8TH AVENUE EAST","ALEXANDRIA","56308","27041","MN","45.882583,-95.353987","POINT (-95.353816 45.883227)"
"C231311-A","231311","Deckerville Community Hospital","3559 PINE ST","DECKERVILLE","48427","26151","MI","43.527361,-82.733939","POINT (-82.733773 43.528161)"
"C281344-A","281344","CHERRY COUNTY HOSPITAL","P O BOX 410, 510 NORTH GREEN ST","VALENTINE","69201","31031","NE","42.878524,-100.539317",
"C390102-A","390102","UPMC St Margaret","815 FREEPORT ROAD","PITTSBURGH","15215","42003","PA","40.489138,-79.896111","POINT (-79.896237 40.487527)"
"C140210-A","140210","Harrisburg Medical Center","100 DOCTOR WARREN TUTTLE DR","HARRISBURG","62946","17165","IL","37.72534,-88.56996",
"C374000-A","374000","Griffin Memorial Hospital","900 EAST MAIN STREET","NORMAN","73070","40027","OK","35.248119,-97.46251","POINT (-97.428746 35.225644)"
"C201300-A","201300","Northern Light Blue Hill Hospital","57 WATER STREET","BLUE HILL","04614","23009","ME","44.411637,-68.587196","POINT (-68.586231 44.411445)"
"C230054-A","230054","UP Health System - Marquette (FKA Marquette General Hospital)","850 W BARAGA AVE","MARQUETTE","49855","26103","MI","46.543941,-87.41082","POINT (-87.411037 46.543081)"
"C450347-A","450347","HUNTSVILLE MEMORIAL","110 MEMORIAL HOSPITAL DRIVE","HUNTSVILLE","77340","48471","TX","30.698587,-95.559155","POINT (-95.55799 30.69849)"
"C233026-A","233026","Mary Free Bed Rehabilitation Hospital","235 WEALTHY SE","GRAND RAPIDS","49503","26081","MI","42.956949,-85.662924",
"C180040-D","180040","UofL Health - Jewish Hospital","200 ABRAHAM FLEXNER WAY","LOUISVILLE","40202","21111","KY","38.249177,-85.751251","POINT (-85.751129 38.249359)"
"C490022-A","490022","Mary Washington Hospital","1001 SAM PERRY BOULEVARD","FREDERICKSBURG","22401","51630","VA","38.311132,-77.483493","POINT (-77.481562 38.310649)"
"C140040-A","140040","Galesburg Cottage Hospital","695 N KELLOGG ST","GALESBURG","61401","17095","IL","40.95569,-90.365329","POINT (-90.366199 40.955483)"
"C061301-A","061301","Rio Grande Hospital","310 COUNTY ROAD 14","DEL NORTE","81132","08105","CO","37.64176,-106.42228","POINT (-106.36478 37.674392)"
"C161345-A","161345","OSCEOLA REGIONAL HEALTH CENTER","600 9TH AVENUE NORTH","SIBLEY","51249","19143","IA","43.402406,-95.741541","POINT (-95.74173 43.410421)"
"C101303-A","101303","Lake Butler Hospital (FKA Lake Butler Hand Surgery Center)","850 E MAIN ST","LAKE BUTLER","32054","12125","FL","30.02346,-82.32846","POINT (-82.327433 30.023603)"
"C511304-A","511304","Sistersville General Hospital","314 SOUTH WELLS STREET","SISTERSVILLE","26175","54095","WV","39.558696,-81.003986","POINT (-81.003799 39.558588)"
"C330140-A","330140","St Josephs Health Hospital (FKA St Josephs Hospital Health Center)","301 PROSPECT AVENUE","SYRACUSE","13203","36067","NY","43.053765,-76.148629","POINT (-76.14934 43.055797)"
"C420057-A","420057","McLeod Health Darlington (FKA Wilson Hospital)","701 CASHUA FERRY ROAD","DARLINGTON","29540","45031","SC","34.313683,-79.840453","POINT (-79.839195 34.312584)"
"C050751-A","050751","MIRACLE MILE MEDICAL CENTER","5757 WILSHIRE BLVD","LOS ANGELES","90036","06037","CA","34.0626,-118.35342","POINT (-118.354316 34.062495)"
"C260209-A","260209","Fulton Medical Center (AKA Callaway Community Hospital)","10 SOUTH HOSPITAL DRIVE","FULTON","65251","29027","MO","38.84443,-91.966115","POINT (-91.966202 38.842247)"
"C054083-A","054083","Kedren Community Health Center","4211 SOUTH AVALON BLVD","LOS ANGELES","90011","06037","CA","34.007209,-118.265431","POINT (-118.265253 34.007332)"
"C152024-B","152024","Regency Hospital of Northwest Indiana","4321 FIR ST","EAST CHICAGO","46312","18089","IN","41.635027,-87.448655","POINT (-87.448542 41.634064)"
"C454133-A","454133","Cross Creek Hospital","8402 CROSS PARK DRIVE","AUSTIN","78754","48453","TX","30.338322,-97.677091","POINT (-97.67653 30.33838)"
"C100336-A","100336","Merritt Island Outpatient Surgery Center","50 E MERRITT ISLAND CSWY, STE 400","MERRITT ISLAND","32952","12009","FL","28.356944,-80.699402","POINT (-80.699369 28.357086)"
"C120011-A","120011","Kaiser Permanente Moanalua Medical Center","3288 MOANALUA RD","HONOLULU","96819","15003","HI","21.363242,-157.899592","POINT (-157.900297 21.362447)"
"C250007-A","250007","Merit Health Biloxi (FKA Biloxi Regional Medical Center)","150 REYNOIR STREET","BILOXI","39530","28047","MS","30.396019,-88.889687","POINT (-88.890438 30.396124)"
"C451337-A","451337","W  J  MANGOLD MEMORIAL HOSPITAL","320 NORTH MAIN","LOCKNEY","79241","48153","TX","34.12717,-101.4415","POINT (-101.441802 34.126702)"
"C444003-A","444003","Ridgeview Psychiatric Hospital","240 W TYRONE RD","OAK RIDGE","37830","47001","TN","36.025775,-84.243227","POINT (-84.242692 36.025458)"
"C374006-A","374006","Carl Albert Community Mental Health Center","1101 EAST MONROE","MCALESTER","74501","40121","OK","34.9349,-95.75278","POINT (-95.756535 34.936408)"
"C222047-A","222047","WHITTIER REHABILITATION HOSPITAL OF BRADFORD","145 WARD HILL AVENUE","BRADFORD","01835","25009","MA","42.761735,-71.119118","POINT (-71.118034 42.762024)"
"C110043-A","110043","St Josephs Hospital","11705 MERCY BOULEVARD","SAVANNAH","31419","13051","GA","31.985517,-81.155211","POINT (-81.152848 31.985309)"
"C444025-A","444025","Crestwyn Behavioral Health","9485 CRESTWYN HILLS COVE","MEMPHIS","38125","47157","TN","35.041465,-89.746423","POINT (-89.746423 35.042218)"
"C450010-A","450010","United Regional Eleventh Street Campus","1600 11TH STREET","WICHITA FALLS","76301","48485","TX","33.90302,-98.50039","POINT (-98.501483 33.902311)"
"C150048-A","150048","Reid Health (FKA Reid Hospital & Health Care Services)","1100 REID PKWY","RICHMOND","47374","18177","IN","39.862475,-84.886644","POINT (-84.887765 39.86303)"
"C192009-B","192009","Curahealth New Orleans Slidell","1444 LINDBERG DR","SLIDELL","70458","22103","LA","30.28357,-89.75415","POINT (-89.752388 30.280476)"
"C340091-G","340091","Cone Health Women’s & Children’s Center at Moses Cone Hospital","1121 NORTH CHURCH STREET ENTRANCE C","GREENSBORO","27401","37081","NC","36.091102,-79.785543","POINT (-79.783886 36.090891)"
"C030134-A","030134","Banner Goldfield Medical Center (FKA Arizona Regional Medical Center - Apache Junction)","2050 WEST SOUTHERN AVENUE","APACHE JUNCTION","85120","04021","AZ","33.394229,-111.567164","POINT (-111.567221 33.393357)"
"C673044-A","673044","Encompass Health Rehabilitation Hospital of the Mid-Cities (FKA HealthSouth Rehabilitation Hospital of the Mid-Cities)","2304 HIGHWAY 121","BEDFORD","76021","48439","TX","32.845563,-97.113246","POINT (-97.113711 32.846289)"
"C323027-A","323027","Encompass Health Rehabilitation Hospital of Albuquerque (FKA HealthSouth Rehabilitation Hospital of Albuquerque)","7000 JEFFERSON STREET NE","ALBUQUERQUE","87109","35001","NM","35.159772,-106.593088","POINT (-106.593221 35.159884)"
"C110236-A","110236","CHI Memorial Hospital Georgia (FKA Cornerstone Medical Center)","100 GROSS CRESCENT CIRCLE","FORT OGLETHORPE","30742","13047","GA","34.946484,-85.263422","POINT (-85.262811 34.94769)"
"C673076-A","673076","ClearSky Rehabilitation Hospital at Flower Mound","3100 PETERS COLONY ROAD","FLOWER MOUND","75022","48121","TX","33.035442,-97.077278","POINT (-97.076657 33.034738)"
"C281316-A","281316","WEBSTER COUNTY COMMUNITY HOSPITAL","P O BOX 465, 621 N FRANKLIN ST","RED CLOUD","68970","31181","NE","40.091441,-98.528162",
"C444004-A","444004","Lakeside Behavioral Health System (FKA Lakeside Hospital)","2911 BRUNSWICK RD","MEMPHIS","38133","47157","TN","35.207047,-89.772586","POINT (-89.772912 35.205986)"
"C062017-A","062017","Northern Colorado Long Term Acute Hospital","4401A UNION ST","JOHNSTOWN","80534","08069","CO","40.406245,-104.971318","POINT (-104.971293 40.405436)"
"C363026-A","363026","Hillside Rehabilitation Hospital","8747 SQUIRES LANE NE","WARREN","44484","39155","OH","41.250793,-80.732777","POINT (-80.731767 41.249207)"
"C271339-A","271339","Crow Service Unit (AKA Crow/Northern Cheyenne Hospital)","1010 SOUTH 7650 EAST, POST OFFICE BOX 9","CROW AGENCY","59022","30003","MT","45.59711,-107.46597",
"C261303-A","261303","Community Hospital Association","26136 US HIGHWAY 59, PO BOX 107","FAIRFAX","64446","29005","MO","40.348648,-95.394887","POINT (-95.397321 40.348593)"
"C440102-A","440102","LINCOLN MEDICAL CENTER","106 MEDICAL CENTER BLVD","FAYETTEVILLE","37334","47103","TN","35.149412,-86.554654","POINT (-86.558022 35.149483)"
"C050025-B","050025","UC San Diego Health - La Jolla Jacobs Medical Center","9300 CAMPUS POINT DR","LA JOLLA","92037","06073","CA","32.878012,-117.225642","POINT (-117.223799 32.879653)"
"C170186-A","170186","Kansas Heart Hospital","3601 NORTH WEBB ROAD","WICHITA","67226","20173","KS","37.75008,-97.22728","POINT (-97.226362 37.749761)"
"C150161-A","150161","IU Health North Hospital","11700 N MERIDIAN ST","CARMEL","46032","18057","IN","39.959285,-86.159444","POINT (-86.162356 39.959275)"
"C270057-A","270057","Bozeman Health Deaconess Hospital","915 HIGHLAND BLVD","BOZEMAN","59715","30031","MT","45.669677,-111.020021","POINT (-111.018469 45.668556)"
"C180138-A","180138","Baptist Health La Grange (FKA Baptist Hospital Northeast)","1025 NEW MOODY LANE","LA GRANGE","40031","21185","KY","38.395041,-85.375977","POINT (-85.375928 38.396209)"
"C450825-A","450825","Cornerstone Regional Hospital","2302 CORNERSTONE BOULEVARD","EDINBURG","78539","48215","TX","26.262595,-98.198342","POINT (-98.199164 26.263096)"
"C151317-A","151317","Greene County General Hospital","1185 N 1000 W","LINTON","47441","18055","IN","39.04094,-87.12634","POINT (-87.129176 39.040532)"
"C150104-A","150104","Witham Health Services","2605 N LEBANON ST","LEBANON","46052","18011","IN","40.077314,-86.473454","POINT (-86.475194 40.076842)"
"C450235-A","450235","GONZALES HEALTHCARE SYSTEMS MEMORIAL HOSPITAL","1110 SARAH DEWITT DRIVE","GONZALES","78629","48177","TX","29.517599,-97.427225","POINT (-97.428875 29.515902)"
"C114028-A","114028","Georgia Regional Hospital-Savannah","1915 EISENHOWER DRIVE","SAVANNAH","31416","13051","GA","32.005679,-81.09728","POINT (-81.081686 32.001261)"
"C670062-E","670062","BAYLOR EMERGENCY MC   KELLER",,,"76248","48439","TX",,"POINT (-97.23005 32.924919)"
"C450119-B","450119","South Texas Health System Edinburg","1102 WEST TRENTON ROAD","EDINBURG","78539","48215","TX","26.261303,-98.181835","POINT (-98.182888 26.263347)"
"C292002-B","292002","Kindred Hospital - Las Vegas Sahara","5110 W SAHARA AVE","LAS VEGAS","89146","32003","NV","36.14467,-115.21074","POINT (-115.211164 36.144571)"
"C330223-A","330223","Massena Memorial Hospital","1 HOSPITAL DRIVE","MASSENA","13662","36089","NY","44.936304,-74.908852","POINT (-74.907893 44.936412)"
"C380089-A","380089","Legacy Meridian Park Medical Center","19300 SW 65TH AVENUE","TUALATIN","97062","41067","OR","45.378892,-122.740774","POINT (-122.743931 45.377481)"
"C390093-A","390093","Clarion Hospital","ONE HOSPITAL DRIVE","CLARION","16214","42031","PA","41.19202,-79.396234",
"C520138-B","520138","Aurora St Lukes South Shore of Aurora Health Care Metro","5900 S LAKE DR","CUDAHY","53110","55079","WI","42.936462,-87.851298","POINT (-87.850186 42.937317)"
"C140007-A","140007","AMITA Health Saint Joseph Medical Center Joliet (FKA Presence Saint Joseph Medical Center)","333 N MADISON ST","JOLIET","60435","17197","IL","41.52803,-88.13475","POINT (-88.134641 41.528145)"
"C04L115-A","04L115","Perimeter Behavioral Of Forrest City","1521 ALBERT ST","FORREST CITY","72335","05123","AR","35.016079,-90.773212","POINT (-90.773204 35.015794)"
"C320002-A","320002","CHRISTUS St Vincent Regional Medical Center (AKA CHRISTUS St Vincent Health System)","455 ST MICHAEL'S DRIVE","SANTA FE","87505","35049","NM","35.659498,-105.945571","POINT (-105.945678 35.657383)"
"C334053-A","334053","Bronx Psychiatric Center","1500 WATERS PLACE","BRONX","10461","36005","NY","40.848782,-73.839362",
"C451391-A","451391","FRIO REGIONAL HOSPITAL","200 S IH 35","PEARSALL","78061","48163","TX","28.898142,-99.115748","POINT (-99.116013 28.897048)"
"C050771-A","050771","Coast Plaza Hospital","13100 STUDERBAKER ROAD","NORWALK","90650","06037","CA","33.912552,-118.098457","POINT (-118.099156 33.912428)"
"C450211-A","450211","CHI St Lukes Health-Memorial Lufkin (FKA Memorial Health System of East Texas - Lufkin)","1201 W FRANK AVE","LUFKIN","75904","48005","TX","31.336811,-94.743638","POINT (-94.742547 31.337301)"
"C360098-A","360098","West Medical Center","36000 EUCLID AVE","WILLOUGHBY","44094","39085","OH","41.625831,-81.43357","POINT (-81.432239 41.626543)"
"C014012-A","014012","MARY S  HARPER GERIATRIC PSYCHIATRY CENTER","201 UNIVERSITY BLVD","TUSCALOOSA","35401","01125","AL","33.211235,-87.555658","POINT (-87.537359 33.208009)"
"C450558-B","450558","HENDRICK MEDICAL CENTER SOUTH",,,"79606","48441","TX",,"POINT (-99.801962 32.371592)"
"C050684-A","050684","Menifee Global Medical Center (FKA Menifee Valley Medical Center)","28400 MCCALL BOULEVARD","SUN CITY","92585","06065","CA","33.719325,-117.1682","POINT (-117.166556 33.718302)"
"C393035-A","393035","Good Shepherd Rehabilitation Hospital - Allentown","850 SOUTH FIFTH STREET","ALLENTOWN","18103","42077","PA","40.59327,-75.464102","POINT (-75.463684 40.593531)"
"C450033-A","450033","Valley Baptist Medical Center - Harlingen (FKA VHS Harlingen Hospital)","2101 PEASE ST","HARLINGEN","78550","48061","TX","26.175284,-97.67051","POINT (-97.670459 26.173197)"
"H000049",,"SURGERY CENTER OF AMARILLO","1010 COULTER ST S","AMARILLO","79106","48375","TX","35.20387,-101.923083","POINT (-101.921941 35.203922)"
"C280119-A","280119","Twelve Clans Unity Hospital (FKA Winnebago Service Unit Winnebago Hospital)","HWY 77-75","WINNEBAGO","68071","31173","NE","42.23,-96.47",
"C451363-A","451363","JACKSON COUNTY HOSPITAL",,,"77957","48239","TX",,"POINT (-96.675304 28.994127)"
"C440130-A","440130","Baptist Memorial Hospital - Union City","1201 BISHOP ST, PO BOX 310","UNION CITY","38261","47131","TN","36.41418,-89.044848","POINT (-89.045471 36.4149)"
"C261313-A","261313","Macon County Samaritan Memorial Hospital","1205 NORTH MISSOURI ST","MACON","63552","29121","MO","39.747832,-92.468823","POINT (-92.468024 39.74803)"
"C190242-A","190242","OUR LADY OF THE LAKE ASCENSION",,,"70737","22005","LA",,"POINT (-90.919992 30.239824)"
"C153048-A","153048","Indianapolis Rehabilitation Hospital","1260 CITY CENTER DRIVE","CARMEL","46032","18057","IN","39.966837,-86.151355","POINT (-86.151186 39.964963)"
"C241346-A","241346","Mayo Clinic Hospital - Cannon Falls","32021 COUNTY 24 BOULEVARD","CANNON FALLS","55009","27049","MN","44.485385,-92.90025","POINT (-92.90325 44.4859)"
"C052049-A","052049","Kindred Hospital Rancho (FKA Rancho Specialty Hospital)","10841 WHITE OAK AVENUE","RANCHO CUCAMONGA","91730","06071","CA","34.103719,-117.566203","POINT (-117.56643 34.104709)"
"C110071-A","110071","Appling HealthCare System (FKA Appling Hospital)","163 E TOLLISON STREET","BAXLEY","31513","13001","GA","31.768142,-82.34891","POINT (-82.349351 31.768768)"
"C390057-A","390057","Grand View Hospital (AKA Grand View Health)","700 LAWN AVENUE","SELLERSVILLE","18960","42017","PA","40.363008,-75.326683","POINT (-75.32448 40.362761)"
"H000075",,"INSPIRA MEDICAL CENTER MULLICA HILL","700 MULLICA HILL RD,","MULLICA HILL","08062","34015","NJ","39.75,-75.21","POINT (-75.149563 39.717915)"
"C160047-A","160047","JENNIE EDMUNDSON MEMORIAL HOSPITAL","933 EAST PIERCE STREET","COUNCIL BLUFFS","51503","19155","IA","41.269164,-95.83508","POINT (-95.835709 41.268756)"
"C154066-A","154066","Brightwell Behavioral Health","1612 BLACKISTON VIEW DRIVE","CLARKSVILLE","47129","18019","IN","38.320469,-85.767372","POINT (-85.766947 38.320104)"
"C070017-A","070017","MidState Medical Center","435 LEWIS AVENUE","MERIDEN","06450","09009","CT","41.549873,-72.802368","POINT (-72.803881 41.550028)"
"C161355-A","161355","KNOXVILLE HOSPITAL AND CLINICS","1002 SOUTH LINCOLN STREET","KNOXVILLE","50138","19125","IA","41.311697,-93.112167","POINT (-93.109511 41.310972)"
"C520048-A","520048","Ascension NE Wisconsin - Mercy Campus","500 S OAKWOOD RD","OSHKOSH","54904","55139","WI","44.014076,-88.602863","POINT (-88.603055 44.013049)"
"C281304-A","281304","Thayer County Health Services","120 PARK AVE","HEBRON","68370","31169","NE","40.1602,-97.59398","POINT (-97.593267 40.160123)"
"C673061-C","673061","POST ACUTE MEDICAL REHAB HOSPITAL HUMBLE","18839 MCKAY DR","HUMBLE","77338","48201","TX","29.992167,-95.27886","POINT (-95.278072 29.992294)"
"C050135-C","050135","Southern California Hospital at Culver City (FKA Hollywood Community Hospital at Brotman Medical Center)","3828 DELMAS TER","CULVER CITY","90232","06037","CA","34.023222,-118.396932","POINT (-118.396914 34.022646)"
"C370113-A","370113","INTEGRIS Grove Hospital","1001 EAST 18TH STREET","GROVE","74344","40041","OK","36.58818,-94.76609","POINT (-94.757128 36.580116)"
"C443030-A","443030","West Tennessee Healthcare Rehabilitation Hospital Cane Creek","180 MOUNT PELIA ROAD","MARTIN","38237","47183","TN","36.330762,-88.869668","POINT (-88.870277 36.333131)"
"C450844-A","450844","Houston Methodist Willowbrook Hospital (FKA Methodist Willowbrook Hospital)","18220 TOMBALL PARKWAY","HOUSTON","77070","48201","TX","29.966017,-95.553484","POINT (-95.552396 29.965106)"
"C160117-A","160117","FINLEY HOSPITAL","350 NORTH GRANDVIEW AVENUE","DUBUQUE","52001","19061","IA","42.495419,-90.687555","POINT (-90.687543 42.49511)"
"C033041-A","033041","Rehabilitation Hospital of Northern Arizona","1851 NORTH GEMINI DRIVE","FLAGSTAFF","86001","04005","AZ","35.210048,-111.630564","POINT (-111.630549 35.209284)"
"C450395-B","450395","CHI ST LUKE S HEALTH MEMORIAL LIVINGSTON",,,"77505","48201","TX",,"POINT (-95.147105 29.649295)"
"H000020",,"Alexandria Emergency Hospital","5900 COLISEUM BLVD","ALEXANDRIA","71303","22079","LA","31.296603,-92.510383",
"C022001-A","022001","St Elias Specialty Hospital","4800 CORDOVA STREET","ANCHORAGE","99503","02020","AK","61.176463,-149.880143","POINT (-149.878952 61.176418)"
"C191314-A","191314","MADISON PARISH HOSPITAL","900 JOHNSON STREET","TALLULAH","71282","22065","LA","32.40307,-91.18505","POINT (-91.185418 32.403568)"
"C061308-A","061308","Conejos County Hospital","19021 US HIGHWAY 285","LA JARA","81140","08021","CO","37.262914,-105.965733","POINT (-105.964351 37.262786)"
"C110035-A","110035","WellStar Kennestone Hospital","677 CHURCH STREET","MARIETTA","30060","13067","GA","33.968814,-84.55123","POINT (-84.551241 33.968128)"
"C330332-A","330332","St Joseph Hospital","4295 HEMPSTEAD TURNPIKE","BETHPAGE","11714","36059","NY","40.727558,-73.478946","POINT (-73.478545 40.725805)"
"C420104-A","420104","Roper St Francis Healthcare - Roper St Francis Mount Pleasant Hospital","3510 HIGHWAY 17 NORTH SUITE 140","MOUNT PLEASANT","29466","45019","SC","32.87,-79.78","POINT (-79.7665 32.877854)"
"C150168-A","150168","The Orthopedic Hospital (FKA Lutheran Musculoskeletal Center)","7952 W JEFFERSON BLVD","FORT WAYNE","46804","18003","IN","41.039806,-85.24949","POINT (-85.246528 41.036942)"
"C230270-A","230270","Beaumont Hospital - Taylor (FKA Oakwood Hospital - Taylor)","10000 TELEGRAPH ROAD","TAYLOR","48180","26163","MI","42.235246,-83.276574","POINT (-83.2771 42.23512)"
"C260062-B","260062","Saint Lukes North Hospital - Barry Road","5830 NW BARRY RD","KANSAS CITY","64154","29165","MO","39.247562,-94.648905","POINT (-94.647816 39.246884)"
"C450040-B","450040","COVENANT HIGH PLAINS SURGERY CENTER",,,"79336","48219","TX",,"POINT (-102.381615 33.587731)"
"C234044-A","234044","Brightwell Behavioral Health","3512 COOLIDGE RD","EAST LANSING","48823","26037","MI","42.76218,-84.49957","POINT (-84.503266 42.771597)"
"C104071-A","104071","The Vines Hospital","3130 SW 27TH AVE","OCALA","34474","12001","FL","29.15593,-82.16908","POINT (-82.168972 29.155476)"
"C230003-A","230003","Spectrum Health Zeeland Community Hospital","8333 FELCH ST","ZEELAND","49464","26139","MI","42.821462,-85.987531","POINT (-85.988049 42.819538)"
"C451360-A","451360","CHI St Lukes Health-Memorial San Augustine (FKA Memorial Medical Center - San Augustine)","511 E HOSPITAL ST","SAN AUGUSTINE","75972","48405","TX","31.53154,-94.103344","POINT (-94.103306 31.531418)"
"C100200-A","100200","Broward Health Imperial Point (FKA Imperial Point Medical Center)","6401 N FEDERAL HWY","FORT LAUDERDALE","33308","12011","FL","26.206456,-80.110092","POINT (-80.108043 26.206937)"
