ADVENTIST HEALTHCARE TAKOMA PARK CA,7600 Carroll Ave,,Takoma Park,MONTGOMERY,MD,20912,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
ADVENTIST HEALTHCARE TAKOMA PARK CA,7600 Carroll Ave,,Takoma Park,MONTGOMERY,MD,20912,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
ADVENTIST HEALTHCARE WHITE OAK MEDI,11890 HEALING WAY,,SILVER SPRING,MONTGOMERY,MD,20904-7917,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
ADVENTIST HEALTHCARE WHITE OAK MEDI,11890 HEALING WAY,,SILVER SPRING,MONTGOMERY,MD,20904-7917,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
Atlantic General Hospital,9733 Healthway Drive,Inpatient Pharmacy 2nd Floor,Berlin,WORCESTER,MD,21811,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
Atlantic General Hospital,9733 Healthway Drive,Inpatient Pharmacy 2nd Floor,Berlin,WORCESTER,MD,21811,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
CALVERTHEALTH MEDICAL CENTER,100 Hospital Road,,Prince Frederick,CALVERT,MD,20678,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
CALVERTHEALTH MEDICAL CENTER,100 Hospital Road,,Prince Frederick,CALVERT,MD,20678,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
FREDERICK HEALTH HOSPITAL,400 W 7TH ST,,FREDERICK,FREDERICK,MD,21701-4506,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
FREDERICK HEALTH HOSPITAL,400 W 7TH ST,,FREDERICK,FREDERICK,MD,21701-4506,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
GARRETT COUNTY MEMORIAL HOSPTIAL,251 North 4th Street,,Oakland,GARRETT,MD,21550,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
GARRETT COUNTY MEMORIAL HOSPTIAL,251 North 4th Street,,Oakland,GARRETT,MD,21550,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
JOHNS HOPKINS HOSPITAL,600 N. WOLFE ST,Pharmacy Storeroom Nelson SB Rm 213,BALTIMORE,BALTIMORE CITY,MD,21287,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
LIFEBRIDGE - SINAI HOSPITAL,2401 W BELVEDERE AVE,INPATIENT PHARMACY,BALTIMORE,BALTIMORE CITY,MD,21215,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
LUMINIS HEALTH ANNE ARUNDEL MEDICAL,2001 Medical Parkway,3rd Floor Pharmacy,Annapolis,ANNE ARUNDEL,MD,21401,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
LUMINIS HEALTH ANNE ARUNDEL MEDICAL,2001 Medical Parkway,3rd Floor Pharmacy,Annapolis,ANNE ARUNDEL,MD,21401,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
LUMINIS HEALTH DOCTORS COMMUNITY ME,8118 Good Luck Road,,Lanham,PRINCE GEORGES,MD,20706,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
LUMINIS HEALTH DOCTORS COMMUNITY ME,8118 Good Luck Road,,Lanham,PRINCE GEORGES,MD,20706,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
MERITUS MEDICAL CENTER,11116 MEDICAL CAMPUS ROAD,ATTN: INPATIENT PHARMACY,HAGERSTOWN,WASHINGTON,MD,21742,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
MERITUS MEDICAL CENTER,11116 MEDICAL CAMPUS ROAD,ATTN: INPATIENT PHARMACY,HAGERSTOWN,WASHINGTON,MD,21742,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
Mercy Medical Center,301 St. Paul Pl,,Baltimre,BALTIMORE CITY,MD,21202,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
Mercy Medical Center,301 St. Paul Pl,,Baltimre,BALTIMORE CITY,MD,21202,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
TIDALHEALTH PENINSULA REGIONAL,100 E. CARROLL ST,PHARMACY DEPARTMENT,SALISBURY,WICOMICO,MD,21801,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
TIDALHEALTH PENINSULA REGIONAL,100 E. CARROLL ST,PHARMACY DEPARTMENT,SALISBURY,WICOMICO,MD,21801,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
UM BALTIMORE WASHINGTON MEDICAL CEN,301 HOSPITAL DR,,GLEN BURNIE,ANNE ARUNDEL,MD,21061-5803,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
UM BALTIMORE WASHINGTON MEDICAL CEN,301 HOSPITAL DR,,GLEN BURNIE,ANNE ARUNDEL,MD,21061-5803,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
UPMC WESTERN MARYLAND (WMRMC),12500 Willowbrook Road,,Cumberland,ALLEGANY,MD,21502,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
UPMC WESTERN MARYLAND (WMRMC),12500 Willowbrook Road,,Cumberland,ALLEGANY,MD,21502,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
CENTRAL MAINE MEDICAL CENTER,60 HIGH STREET,INPT PHARMACY SECOND FLOOR,LEWISTON,ANDROSCOGGIN,ME,04240,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
HAROLD ALFOND CENTER CANCER CARE,361 Old Belgrade Road,Attn: Pharmacy,Augusta,KENNEBEC,ME,04330,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
MAINE MEDICAL CENTER,MMC Inpatient Pharmacy,22 Bramhall Street,Portland,CUMBERLAND,ME,04102,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
NEW ENGLAND CANCER SPECIALISTS,100 Campus Drive,Suite 108,Scarborough,CUMBERLAND,ME,04074,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
NL EASTERN MAINE MEDICAL CENTER,489 State st,,Bangor,PENOBSCOT,ME,04401,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
CarolinaCARE,4400 Golf Acres Dr,"Bldg J, Ste C",Charlotte,MECKLENBURG,NC,28208,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
ASCENSION ST. JOHN HOSPITAL,22101 MOROSS RD,,DETROIT,WAYNE,MI,48236,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
BRONSON METHODIST HOSPITAL,601 John St.,,Kalamazoo,KALAMAZOO,MI,49007,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
COVENANT HEALTH CARE (HOSPITAL),1447 N HARRISON ST,,SAGINAW,SAGINAW,MI,48602,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
HENRY FORD HOSPITAL - MAIN CAMP,2799 WEST GRAND BLVD,,DETROIT,WAYNE,MI,48202,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
HURLEY MEDICAL CENTER,1 HURLEY PLAZA,Department of Pharmacy,FLINT,GENESEE,MI,48503,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
KARMANOS CANCER CENTER,4100 JOHN R ST,Mailcode WEOIPH ATTN Pharmacy,DETROIT,WAYNE,MI,48201,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
MGHS - MARQUETTE GENERAL HEALTH SYS,850 W BARAGA AVE,,MARQUETTE,MARQUETTE,MI,49855,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
MUNSON MEDICAL CENTER,1105 SIXTH STREET,,TRAVERSE CITY,GRAND TRAVERSE,MI,49684,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
MidMIchigan Medical Center,4000 Wellness Drive,,MIDLAND,MIDLAND,MI,48670,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
PROMEDICA MONROE REGIONAL HOSPITAL,718 N MACOMB ST,,MONROE,MONROE,MI,48162,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,,LANSING,INGHAM,MI,48912,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
SPECTRUM HEALTH - BUTTERWORTH,100 MICHIGAN ST NE,MC001,GRAND RAPIDS,KENT,MI,49503,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
ST. JOSEPH MERCY ANN ARBOR,5301 E. HURON RIVER DRIVE,ATTN: IP PHARMACY,ANN ARBOR,WASHTENAW,MI,48106,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
University of Michigan Health-West,5900 BYRON CENTER AVE SW,Department of Pharmacy Services,WYOMING,KENT,MI,49519,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
WILLIAM BEAUMONT HOSPITAL - ROYAL O,3601 W 13 MILE RD,,ROYAL OAK,OAKLAND,MI,48073,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
TEXAS ONCOLOGY MIDLAND,400 ROSALIND REDFERN GROVER PKWY,"SUITE 100,  CRADDICK MOB",Midland,MIDLAND,TX,79701,0310-7442-02,Evusheld,12/26/2021 12:00:00 AM,12/29/2021 12:00:00 AM
ABBOTT NORTHWESTERN HOSPITAL,800 E 28TH STREET,Inpatient Pharmacy,MINNEAPOLIS,HENNEPIN,MN,55407,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/20/2021 12:00:00 AM
CHILDRENS MN-MINNEAPOLIS,2525 CHICAGO AVE S,,MINNEAPOLIS,HENNEPIN,MN,55404,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/20/2021 12:00:00 AM
ESSENTIA HEALTH St. Marys Duluth,420 E 1ST ST,DRUG DISTR CNTR,DULUTH,SAINT LOUIS,MN,55805,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/20/2021 12:00:00 AM
ESSENTIA HEALTH- ST JOSEPHS MED CTR,523 NORTH 3RD ST,,BRAINERD,CROW WING,MN,56401,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/20/2021 12:00:00 AM
HUTCHINSON HEALTH CARE,9700 W 76th Street,Suite 100,Eden Prairie,HENNEPIN,MN,55344,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/20/2021 12:00:00 AM
Hennepin Healthcare Medical Ct/HCMC,730 South 8th St.,RL120 Pharmacy,Minneapolis,HENNEPIN,MN,55415,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/20/2021 12:00:00 AM
Lake Region Cancer Care,908 S Cascade St,,Fergus Falls,OTTER TAIL,MN,56537,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/20/2021 12:00:00 AM
M HEALTH FAIRVIEW CLINICS,711 Kasota Ave SE,,Minneapolis,HENNEPIN,MN,55414,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/20/2021 12:00:00 AM
MAYO CLINIC HLTH SYSTM MANKATO HOSP,1025 Marsh Street,ATTN Inpatient Pharmacy 1-401,Mankato,BLUE EARTH,MN,56001,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/20/2021 12:00:00 AM
MAYO ROCHESTER METHODIST HOSPITAL,201 WEST CENTER STREET,ATTN: EI 1-406 INPATIENT PHARMACY,ROCHESTER,OLMSTED,MN,55902,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/20/2021 12:00:00 AM
Park Nicollet Frauenshuh Cancer Ct,9700 W 76th Street,Suite 100,Eden Prairie,HENNEPIN,MN,55344,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/20/2021 12:00:00 AM
SANFORD BEMIDJI ONCOLOGY PHARMACY,1233 34TH ST NW,SUITE A,BEMIDJI,BELTRAMI,MN,56601,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/20/2021 12:00:00 AM
SANFORD WORTHINGTON REGIONAL HOSP,1018  Sixth Avenue,,Worthington,NOBLES,MN,56187,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/20/2021 12:00:00 AM
ST LUKES HOSPITAL,915 EAST 1ST STREET,ATTN: ST. LUKES PHARMACY BUYERS,DULUTH,SAINT LOUIS,MN,55805,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/20/2021 12:00:00 AM
BARNES JEWISH HOSP GPO,425 S EUCLID AVE,,SAINT LOUIS,SAINT LOUIS CITY,MO,63110,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
BARNES JEWISH HOSP GPO,425 S EUCLID AVE,,SAINT LOUIS,SAINT LOUIS CITY,MO,63110,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
BOONE HOSPITAL CENTER,1600 East Broadway,Attn: Pharmacy,Columbia,BOONE,MO,65201,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
BOTHWELL REGIONAL HEALTH CENTER,601 E 14TH ST,,SEDALIA,PETTIS,MO,65301,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
BOTHWELL REGIONAL HEALTH CENTER,601 E 14TH ST,,SEDALIA,PETTIS,MO,65301,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
CHILDRENS MERCY HOSPITAL - GILLHAM,2401 GILLHAM RD,,KANSAS CITY,JACKSON,MO,64108-4619,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
FITZGIBBON HOSPITAL,2305 S. Hwy 65,,Marshall,SALINE,MO,65340,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
FREEMAN HOSPITAL WEST,1102 W 32ND ST,,JOPLIN,JASPER,MO,64804-3503,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
HEARTLAND REG MED CTR,5325 FARAON ST,,SAINT JOSEPH,BUCHANAN,MO,64506,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
HEARTLAND REG MED CTR,5325 FARAON ST,,SAINT JOSEPH,BUCHANAN,MO,64506,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
LESTER E COX MED CTR,3801 S NATIONAL AVE,,SPRINGFIELD,GREENE,MO,65807-5210,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
LESTER E COX MED CTR,3801 S NATIONAL AVE,,SPRINGFIELD,GREENE,MO,65807-5210,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
MISSOURI BAPTIST MEDICAL CENTER,3015 N BALLAS RD,Inpatient Pharmacy,SAINT LOUIS,SAINT LOUIS,MO,63131,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
MOSAIC MEDICAL CENTER MARYVILLE,2016 S MAIN ST,,MARYVILLE,NODAWAY,MO,64468,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
MOSAIC MEDICAL CENTER MARYVILLE,2016 S MAIN ST,,MARYVILLE,NODAWAY,MO,64468,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
NORTHEAST REGIONAL MEDICAL CENTER,315 S OSTEOPATHY AVE,,KIRKSVILLE,ADAIR,MO,63501-6401,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
PEMISCOT COUNTY MEMORIAL HOSPITAL,946 East Reed,,Hayti,PEMISCOT,MO,63851,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
PHELPS HEALTH COVID CLINIC,1000 West TENTH ST,,ROLLA,PHELPS,MO,65401,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
RESEARCH MEDICAL CENTER,2316 E Meyer Blvd,Attn:  Pharmacy - A Level,Kansas City,JACKSON,MO,64132,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
RESEARCH MEDICAL CENTER,2316 E Meyer Blvd,Attn:  Pharmacy - A Level,Kansas City,JACKSON,MO,64132,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
SAINT FRANCIS MEDICAL CENTER - CAPE,211 SAINT FRANCIS DR,,CAPE GIRARDEAU,CAPE GIRARDEAU,MO,63703,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
SOUTHEAST MISSOURI HOSPITAL CAPE,1701 Lacey Street,,CAPE GIRARDEAU,CAPE GIRARDEAU,MO,63701,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
SSM HLTH ST JOSEPH HOSP-ST CHARLES,300 FIRST CAPITOL DR,,SAINT CHARLES,SAINT CHARLES,MO,63301,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
ST LOUIS CHILDRENS HOSPITAL,4540 Forest Park Ave,,St. Louis,SAINT LOUIS CITY,MO,63108,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
ST LOUIS CHILDRENS HOSPITAL,4540 Forest Park Ave,,St. Louis,SAINT LOUIS CITY,MO,63108,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
ST LUKES HOSP KC WORNAL,4401 WORNALL RD,,KANSAS CITY,JACKSON,MO,64111-3220,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
ST MARYS HLTH CTR-JEFF CITY,2505 MISSION DR,Inpatient Pharmacy attn: Beth Hall,JEFFERSON CITY,COLE,MO,65109,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
ST MARYS HLTH CTR-JEFF CITY,2505 MISSION DR,Inpatient Pharmacy attn: Beth Hall,JEFFERSON CITY,COLE,MO,65109,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
Truman Medical Center Hospital Hill,2301 Holmes,,Kansas City,JACKSON,MO,64108,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
Truman Medical Center Hospital Hill,2301 Holmes,,Kansas City,JACKSON,MO,64108,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
FORREST GENERAL HOSPITAL,6051 U.S. HIGHWAY 49,,HATTIESBURG,FORREST,MS,39401-0000,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
BILLINGS CLINIC HOSPITAL,2800 10th Ave N,,Billings,YELLOWSTONE,MT,59101,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/20/2021 12:00:00 AM
BOZEMAN HEALTH DEAC HOSPITAL,915 HIGHLAND BLVD,ATTN INPATIENT PHARMACY,BOZEMAN,GALLATIN,MT,59715-0000,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/20/2021 12:00:00 AM
LIVINGSTON HEALTHCARE,320 Alpenglow Lane,,Livingston,PARK,MT,59047,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
LOGAN HEALTH MAIN HOSPITAL,310 SUNNYVIEW LANE,,KALISPELL,FLATHEAD,MT,59901,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/20/2021 12:00:00 AM
ST. JAMES HEALTHCARE,400 S. Clark St,Butte,Butte,SILVER BOW,MT,59701,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/20/2021 12:00:00 AM
ST. PETERS HOSPITAL,2475 E Broadway St,,Helena,LEWIS AND CLARK,MT,59601,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/20/2021 12:00:00 AM
ST. PETERS HOSPITAL,2475 E Broadway St,,Helena,LEWIS AND CLARK,MT,59601,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM
St. Patricks Hospital,500 W Broadway St,(Inpatient Pharmacy),Missoula,MISSOULA,MT,59802,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/20/2021 12:00:00 AM
BLUE RIDGE HEALTHCARE HOSP VALDESE,720 Malcom Blvd,,Valdese,BURKE,NC,28690,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
Brunswick Medical Center,240 Hospital Dr,,Bolivia,BRUNSWICK,NC,28422,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
CAROLINAEAST MEDICAL CENTER,2000 NEUSE BLVD,Pharmacy Department,NEW BERN,CRAVEN,NC,28560,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
CARTERET GENERAL HOSPITAL,3500 Arendell Street,,Morehead City,CARTERET,NC,28557,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
CIHA HOSPITAL,1 Hospital Road,,Cherokee,SWAIN,NC,28719,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/25/2021 12:00:00 AM
CIHA HOSPITAL,1 Hospital Road,,Cherokee,SWAIN,NC,28719,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/31/2021 12:00:00 AM
CONE HEALTH CANCER CENTER,2400 W FRIENDLY AVE,,GREENSBORO,GUILFORD,NC,27403,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
Cape Fear Valley Medical Center,CFVMC Inpatient Pharmacy,1638 Owen Drive,Fayetteville,CUMBERLAND,NC,28304,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
CaroMont Health,2525 Court Drive,,Gastonia,GASTON,NC,28054,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
Duke UNIV Health Sys North Pavilion,2400 Pratt Street,Room 2512A,Durham,DURHAM,NC,27705,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
FORSYTH MEDICAL CENTER PHARMACY,3333 SILAS CREEK PKWY,,WINSTON SALEM,FORSYTH,NC,27103,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
FirstHealth Outpatient Cancer Ctr,220 Page Road,,Pinehurst,MOORE,NC,28374,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
Presbyterian Medical Center,200 Hawthorne Lane,,Charlotte,MECKLENBURG,NC,28204,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
SAINT LUKES HOSPITAL,101 HOSPITAL DRIVE,,COLUMBUS,POLK,NC,28722,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
SCOTLAND MEMORIAL HOSPITAL,500 LAUCHWOOD DR,ATTN PHARMACY,LAURINBURG,SCOTLAND,NC,28352-0000,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
UNC Lenoir Health Care,100 Airport Road,,Kinston,LENOIR,NC,28501,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
UNC SHARED SERVICES CENTER,4400 EMPEROR BLVD STE 100,,DURHAM,DURHAM,NC,27703-7659,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
VIDANT MEDICAL CENTER,Department of Pharmacy,2100 Stantonsburg Road,Greenville,PITT,NC,27835,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
VIDANT MEDICAL CENTER,Department of Pharmacy,2100 Stantonsburg Road,Greenville,PITT,NC,27835,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
N.D. DEPT OF HEALTH,1509 GRUMMAN LANE,,BISMARCK,BURLEIGH,ND,58504,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/20/2021 12:00:00 AM
N.D. DEPT OF HEALTH,1509 GRUMMAN LANE,,BISMARCK,BURLEIGH,ND,58504,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM
BRYAN MEDICAL CENTER WEST CAMPUS,2300 S. 16th St.,,Lincoln,LANCASTER,NE,68502,0310-7442-02,Evusheld,12/18/2021 12:00:00 AM,12/21/2021 12:00:00 AM
CHI Health Pharmacy-Bergan Mercy,7500 Mercy Road,Attn: Inpatient Pharmacy,Omaha,DOUGLAS,NE,68124,0310-7442-02,Evusheld,12/18/2021 12:00:00 AM,12/21/2021 12:00:00 AM
NEBRASKA MEDICINE,981090 NEBRASKA MEDICAL CENTER,BUFFETT DOCK,OMAHA,DOUGLAS,NE,68198-1090,0310-7442-02,Evusheld,12/18/2021 12:00:00 AM,12/21/2021 12:00:00 AM
CATHOLIC MEDICAL CENTER PHARMACY,100 MCGREGOR ST,Pharmacy Department,MANCHESTER,HILLSBOROUGH,NH,03102-3730,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
CONCORD HOSPITAL INPATIENT PHARMACY,250 Pleasant St,,Concord,MERRIMACK,NH,03301,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
ELLIOT HOSPITAL PHARMACY,1 ELLIOT WAY,,MANCHESTER,HILLSBOROUGH,NH,03103-3502,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
EXETER HOSPITAL,5 ALUMNI DR,,EXETER,ROCKINGHAM,NH,03833-2128,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM
LITTLETON REGIONAL HOSPITAL,600 SAINT JOHNSBURY RD,,LITTLETON,GRAFTON,NH,03561-3442,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/23/2021 12:00:00 AM
NH HOSPITAL PHARMACY,36 CLINTON ST,,CONCORD,MERRIMACK,NH,03301-2359,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM
OUTBREAKS NEW HAMPSHIRE,29 HAZEN DR,,CONCORD,MERRIMACK,NH,03301-6510,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM
